FORID,IncidentName,CalendarYear,UniqueFireIdentifier,IncidentTypeCategory,IncidentTypeKind,FireDiscoveryDateTime,IncidentSize,POOJurisdictionalAgency,POOJurisdictionalUnit,Longitude,Latitude,RelatedIrwinIDs,Fire Cause,Fire Cause General,Fire Cause Specific,Acres - BIA,Acres - BLM,Acres - ANCSA,Acres - BOR,Acres - City,Acres - County,Acres - DOD,Acres - DOE,Acres - Foreign,Acres - NPS,Acres - Other Federal,Acres - Other Local,Acres - Private,Acres - State,Acres - Tribal,Acres - USFS,Acres - USFWS,MinUniqueness,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,CreatedBySystem,CreatedOnDateTime,DataSources,DetectionMethod,DispatchCenterID,EstimatedContainmentDate,Fatalities,FinalFireReportApprovedBy,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FinalFireReportNarrative,FinalStrategyAttainedDateTime,FireCauseActivityGroup,FireCauseAgeCategory,FireCauseComments,FireCauseSpecificDetail,FireCode,FireDepartmentID,FireGrowthCessationDateTime,FireIgnitionDateTime,FireMgmtComplexity,FireOccurenceRecordID,FireOutDateTime,FSJobCode,FSOverrideCode,GACC,HasFatalities,HasInjuries,OBJECTID,InFORM Create Date,InFORM Last Modified Date,INFORMUserName,InFuelTreatment,InitialFireStrategy,InitialLatitude,InitialLongitude,InitialResponseAgencies,InitialResponseDateTime,Injuries,IsCauseProhibited,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsInitialFireStrategyMet,IsMultiRoot,IsPOOOnUnprotectedLand,IsQuarantined,IsTrespass,IsValid,LocalIncidentIdentifier,ModifiedBySystem,ModifiedOnDateTime,NonFederalFinancialCode,OtherStructuresDestroyed,OtherStructuresThreatened,POOCity,POOCounty,POODispatchCenterID,POOFips,POOFireIntensityLevel,POOLandownerCategory,POOLandownerKind,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryWeatherStationIdentifier,ResidencesDestroyed,ResidencesThreatened,Status,UnprotectedLandResponseReason,UtcOffset,CombustionFuelClass,CombustionFuelGroup,InIMSR,InitialIMSRDate,FinalIMSRDate,FireManagementOption,Beneficial Acres - BIA,Beneficial Acres - BLM,Beneficial Acres - ANCSA,Beneficial Acres - BOR,Beneficial Acres - City,Beneficial Acres - County,Beneficial Acres - DOD,Beneficial Acres - DOE,Beneficial Acres - Foreign,Beneficial Acres - NPS,Beneficial Acres - Other Federal,Beneficial Acres - Other Local,Beneficial Acres - Private,Beneficial Acres - State,Beneficial Acres - Tribal,Beneficial Acres - USFS,Beneficial Acres - USFWS
{86847EE5-8E9B-4237-8853-4CAA70A0B7F5},STONETOP,2007,2007-WYYNP-000726,WF,FI,9/21/2007 3:51:00 PM,0.1,NPS,WYYNP,-110.3075,44.6392,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,,DEFAULT,0,,10/6/2007 12:00:00 AM,WFMI,9/21/2007 6:00:00 AM,,Agency Aircraft,,,,Joe Krish,FMO,,11/9/2007 7:00:00 AM,"On 9/21, Klukas and  Canyon Supvy.Ranger Al Miller flew out to take aerial photos of the Norris Prescribed Burn completed 9/16/2007.  Miller wanted to take a look at the Fern Lake Patrol Cabin.  While flying in that direction, a slight smoke was seen by Klukas.  Pilot flew on to scene and persons observed a 1/2 dead spruce tree was hit by lightning. A punky log was burning at the base of the tree.  On sunday or Monday lightning went through the area.  A WFIP was submitted.  Some concerns were voiced about the seismic equipment due east of the fire at White Lake.  Due to the late season, it was determined the YVO equipment was not threatened.  The fire was not seen smoking later by the Washburn lookout. It likely wento out on its own that week. The Park's contract ship provided the flight.",,,,,,D0U8,,,,,639493,10/8/2007 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:04 PM,1/30/2023 4:30:04 PM,,0,,44.6392,-110.3075,,9/21/2007 3:51:00 PM,,,,,,,0,,0,,1,000726,,3/5/2008 7:00:00 AM,,,,,Park,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480106,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{071A9899-89EC-4B21-9968-A4B38FD1896A},Cone,2007,2007-WYYNP-000727,WF,FI,9/22/2007 8:50:00 PM,0.1,NPS,WYYNP,-110.8278,44.4606,,Human,Smoking,Cigar/cigarette/pipe,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,,DEFAULT,0,,9/22/2007 9:05:00 PM,WFMI,11/8/2007 7:00:00 AM,,Public,,,,Joe krish,FMO,,11/15/2007 7:00:00 AM,"The Cone fire was reported by a Park visitor on 9/22/2007 at 1450 hours.  The Old Faithful Structural Fire Engine #5 responded with 3 firefighters.  The fire was contained to a stump and was smoldering with flames less than 6 inches.  Upon investigation, it was determined that someone had used the stump as an ash tray, igniting the stump.  The fire was extinguished, the stump was sawed off, broken up and doused with water.  The fire was declared controlled in 5 minutes and called out after 20 minutes at 1520.  The fire was located in a lodgepole pine stand between Old Faithful Geyser and the Warming Hut.",,,,,,D15W,,,,,639494,9/23/2007 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:04 PM,1/30/2023 4:30:04 PM,,0,,44.4606,-110.8278,,9/22/2007 9:00:00 PM,,,,,,,0,,0,,1,000727,,11/15/2007 7:00:00 AM,,,,,Teton,MTBDC,,,NPS,Federal,NPS,,US-WY,,,,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{73B4D24A-5C9A-4ED0-9EDB-951F88699AC6},Promontory NW,2007,2007-WYYNP-005716,WF,FI,8/9/2007 11:30:00 PM,590,NPS,WYYNP,-110.2865,44.3667,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0.47,,DEFAULT,0,,10/6/2007 12:00:00 AM,WFMI,8/28/2007 6:00:00 AM,,Fire Lookout(Tower),,,,Joe Krish,FMO,,11/16/2007 7:00:00 AM,"This was one of the Promontory Complex WFU fires.  The Promontory NE and Promontory South were the other fires.  The NW and NE fires merged to make up around 450 acres at one point. The Promontory S fire grew very little, +60 acres.  These two active fires burned +1300 acres. The Promontory NE fire claimed the most acres due to some local winds pushing that fire down the east shore of the Promontory.   The fire was monitored on the ground, by boat and air.   This was a fire use fire managed by more than one FUMA.  FUMAS were Klukas, Morlock, Hickerson. Fuels treatment was initiated at Trail Creek.  No helicopter landings occured in the field.  Fire was the likely culprit of the Seismic stations burnover and damage. This fire did damage some seismic equipment that was part of the Yellowstone Volcanic Observatory network.  Fuel Model G BI was 38 at time of ignition. August 12-16 were the most active fire days on the Complex.",,,,,,DV1H,,,,,639495,10/8/2007 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:04 PM,1/30/2023 4:30:04 PM,,0,,44.3667,-110.2865,,8/10/2007 1:30:00 AM,,,,,,,0,,0,,1,005716,,12/17/2007 7:00:00 AM,,,,,Teton,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480115,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{30C015D1-1CF2-414B-AC65-587F04441820},Elephant Back,2008,2008-WYYNP-000801,WF,FI,6/13/2008 10:58:00 PM,0.1,NPS,WYYNP,-110.4017,44.5561,,Human,Arson,,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,,DEFAULT,0,,6/13/2008 10:58:00 PM,WFMI,9/2/2008 6:00:00 AM,,Other Agency Employee,,,,Joe Krish,FMO,,8/30/2008 6:00:00 AM,Lake fire units responded to a small brush fire behind Goldeneye Dorm.  Fire was reported by Lake security patrol via 9-1-1.  Structural engines responded and extinguished the fire.  Appears to be person caused - caused coule not determine source nor exact location.  Duty officer took no action.,,,,,,D8DV,,,,,639496,6/14/2008 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:04 PM,1/30/2023 4:30:04 PM,,0,,44.5561,-110.4017,,6/13/2008 10:58:00 PM,,,,,,,0,,0,,1,000801,,9/2/2008 6:00:00 AM,,,,,Teton,MTBDC,,,NPS,Federal,NPS,,US-WY,,,,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{A7D9D03D-4A98-48D4-A944-C061039F4356},Aster,2008,2008-WYYNP-000802,WF,FI,6/26/2008 2:29:00 PM,0.1,NPS,WYYNP,-110.3406,44.9961,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,,DEFAULT,0,,,WFMI,7/17/2008 6:00:00 AM,,Other Aircraft,,,,Joe Krish,FMO,,8/10/2008 6:00:00 AM,"The Aster fire was detected by fixed-wing 73B while conducting wildlife telemetry on June 26th at 0829.  Helicopter OUS was dispatched with firefighters Mike Wagner and Doung Kraus.  Firefighter Brian Nickolay and fire monitor matt Heinz flew in on the second flight to assist.  The team determined that the fire was lightning caused.  The fire was located in 1988 burn with snow and wetlands in adjacent areas.  The fire was immediately put into Fire Use status by the AMR group with the concurrence of Asst Supterintendent Colin Campbell.  A stage I WFIP completed by FUM Tim KLukas.  Since that date the fire has been monitored by the Mt. Washburn lookout, revealing very little fire activity.  On July 17, AFMO Andy Mitchell requested that firefighters Bodie Tobin and Eric Bickley hike to the fire to cold trail the burn area.  The firefighters did so finding no heat.  Mitchell declared the fire out at 1430 that day.",,,,,,D8YQ,,,,,639497,7/18/2008 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:04 PM,1/30/2023 4:30:04 PM,,0,,44.9961,-110.3406,,,,,,,,,0,,0,,1,000802,,8/28/2008 6:00:00 AM,,,,,Park,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480111,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{310C6174-F4F8-4F12-AFB7-5005B406F372},LeHardy,2008,2008-WYYNP-000803,WF,FI,7/30/2008 7:20:00 PM,10361,NPS,WYYNP,-110.23,44.35,,Human,Power generation/transmission/distribution,Electrical transmission/distribution systems,0,0,0,0,0,0,0,0,0,10361,0,0,0,0,0,0,0,1,,DEFAULT,0,,10/11/2008 2:00:00 AM,WFMI,10/15/2008 6:00:00 AM,,Other Agency Employee,,,,Joseph Krish,FMO,,10/16/2008 6:00:00 AM,"The fire was ignited by downed powerline from very high winds.  Local fire departments from Canyon, Lake and Grant developed areas responded.  The fire started in the powerline corridor, adjacent to the Grand Loop road.  Vehicle traffic was an issue.  The fire spotted across the Yellowstone River within 1 hour of initial report of the fire.  Aggressive suppression action was taken on the east side of the river and due to few values at risk and firefighter safety a less aggressive response was taken on the east side.",,,,,,ED89,,,,,639498,10/11/2008 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:04 PM,1/30/2023 4:30:04 PM,,0,,44.35,-110.23,,7/30/2008 7:50:00 PM,,,,,,,0,,0,,1,000803,,10/16/2008 6:00:00 AM,,,,,Teton,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480107,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{584582E7-C348-4AB8-B4A2-BA553294E8A4},RV,2008,2008-WYYNP-000804,WF,FI,8/5/2008 9:50:00 PM,0.1,NPS,WYYNP,-110.7314,44.9075,,Human,Equipment and vehicle use,Passenger vehicle/motorized RV,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,,DEFAULT,0,,8/6/2008 12:00:00 AM,WFMI,8/28/2008 6:00:00 AM,,Public,,,,Joe Krish,FMO,,8/28/2008 6:00:00 AM,"This fire was the result of an RC that overheated and caught fire.  The RV was completely destroyed, the road was damaged from the heat and only a few square feet of vegetation caught fire.",,,,,,EFU5,,,,,639499,8/6/2008 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:04 PM,1/30/2023 4:30:04 PM,,0,,44.9075,-110.7314,,8/5/2008 10:00:00 PM,,,,,,,0,,0,,1,000804,,8/28/2008 6:00:00 AM,,,,,Park,MTBDC,,,NPS,Federal,NPS,,US-WY,,,,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{60B29486-77CF-4051-88B8-789EC7682B77},No Name,2008,2008-WYYNP-000805,WF,FI,8/11/2008 5:30:00 PM,0.1,NPS,WYYNP,-110.5678,44.4425,,Human,Arson,,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,,DEFAULT,0,,8/11/2008 6:00:00 PM,WFMI,8/28/2008 6:00:00 AM,,Public,,,,Joe Krish,FMO,,8/28/2008 6:00:00 AM,"Received a call from Communications Center.  Report of a fire 5 miles N of West Thumb.  Grant and Lake engines enroute.  Initially dispatched H-0US and Engine 1570, but cancelled the helicopter. E-1570 arrived and was briefed by the IC.  Fire was under control, but still needed mop-up.  Engine departed fire at 1353.",,,,,,EF9Y,,,,,639500,8/12/2008 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:04 PM,1/30/2023 4:30:04 PM,,0,,44.4425,-110.5678,,8/11/2008 5:39:00 PM,,,,,,,0,,0,,1,000805,,8/28/2008 6:00:00 AM,,,,,Teton,MTBDC,,,NPS,Federal,NPS,,US-WY,,,,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{368C8541-C904-4EDD-B32B-9F042C1CD8BC},Outlet,2008,2008-WYYNP-000806,WF,FI,9/22/2008 9:45:00 PM,10,NPS,WYYNP,-110.6678,44.3825,,Human,Other causes,Unknown,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,,DEFAULT,0,,10/11/2008 2:00:00 AM,WFMI,10/6/2008 6:00:00 AM,,Public,,,,Joe Krish,FMO,,10/6/2008 6:00:00 AM,The fire was determined to be a human caused fire due to lack of lightning data proximate to the site. Snowfall beginning 10/9 and lasting through 10/11 was the season ending event.,,,,,,ELX7,,,,,639501,10/11/2008 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:04 PM,1/30/2023 4:30:04 PM,,0,,44.3825,-110.6678,,9/23/2008 10:55:00 PM,,,,,,,0,,0,,1,000806,,10/15/2008 6:00:00 AM,,,,,Teton,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480101,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{9EF9D2C5-5082-448D-ADC7-7592B3FC14F1},Ash,2008,2008-WYYNP-000807,WF,FI,9/28/2008 10:00:00 PM,10,NPS,WYYNP,-110.9228,44.1728,,Human,Recreation and ceremony,Outdoor oven/fireplace/metal fire ring,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,,DEFAULT,0,,10/11/2008 2:00:00 AM,WFMI,10/6/2008 6:00:00 AM,,Other,,,,Joe Krish,FMO,,10/6/2008 6:00:00 AM,Fire was started by an illegal and unattended campfire.  It was reported by the visitor who abandoned the fire.,,,,,,EL77,,,,,639502,10/11/2008 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:04 PM,1/30/2023 4:30:04 PM,,0,,44.1728,-110.9228,,9/29/2008 10:00:00 PM,,,,,,,0,,0,,1,000807,,10/15/2008 6:00:00 AM,,,,,Teton,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480101,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{15B87F3F-3FD9-43F0-8C4C-CB2B1DE3133B},Crevice,2008,2008-WYYNP-000808,WF,FI,12/1/2008 9:45:00 PM,0.1,NPS,WYYNP,-110.5795,45.00367,,Human,Recreation and ceremony,Unknown,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,,DEFAULT,0,,12/2/2008 5:45:00 PM,WFMI,12/3/2008 7:00:00 AM,,Other Agency Employee,,,,Joe Krish,FMO,,12/3/2008 7:00:00 AM,"The fire was determined to be human caused by fire staff personnel Krish and Klukas who hiked to investigate and control the fire after receiving fire report on 12/1/2008 from NPS employee, Mary Wilson.  On scene it appeared that a person tore into a rotten log to acess dry tinder.  The ignitor mopped up part of the fire perimeter some broken off sticks.  It appears the person started the fire out of sight of the main trail, near a large rock that provided some wind and rain shelter. No tracks, toilet paper, or incindiary devices were found.  Broken limbs, and a few larger sticks were transported by the ignitor and left by the fire perimeter. Estimated burn time would be two days by the rate of spread in the duff.  The fire may have been started late Saturday, Nov 29 or later.  Krish and Klukas noted the fuels in the area were very damp from earlier precip and proceeded to control the fire.  The perimeter was controlled and the fire was stirred.  Upon leaving the scene, rain and sleet was falling on the fire.  NO smokes remained.",,,,,,EP53,,,,,639503,12/4/2008 6:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:04 PM,1/30/2023 4:30:04 PM,,0,,45.00367,-110.5795,,12/2/2008 5:15:00 PM,,,,,,,0,,0,,1,000808,,1/14/2009 7:00:00 AM,,,,,Park,MTBDC,,,NPS,Federal,NPS,,US-MT,,,,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{F0AF12FA-7A8B-4D0E-8A74-9FAF6FCCBCB7},Pebble,2009,2009-WYYNP-000901,WF,FI,5/30/2009 10:40:00 PM,0.1,NPS,WYYNP,-110.1175,44.9011,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,,DEFAULT,0,,6/1/2009 11:00:00 PM,WFMI,8/6/2009 6:00:00 AM,,Other Agency Employee,,,,Joe Krish,FMO,,8/10/2009 6:00:00 AM,"On 5/30/09, I (Douglas Kraus), was called by 700FOX and asked if I was available to check on a reported smoke between Trout Lake and Peblle Creek Campground.  I redevoused at the cache with Tim Klukas, whom would act as the IC for the operational period.  Kraus and Klukas drove from Mammoth to the Round Prairie area and met with Brian Chan, District Ranger for Lamar and befan to gather intelligence from Chan and civilians who had seen smoke and had spotting scopes on the area the smoke had last been seen.  No smoke was visible but from witness descriptions we narrowed the possivle fire area down to an area on the map south of Round Prairie across the Soda Butte creek.  Kraus and Klukas then discussed access and saf3ety issues associated with the various options.  The only bridge access was at Lamar TH which would include an approx 5 mile hike to the fire area.  Due to the distance, time of day, and an area known as grizzly bear habitat, it was deemed to be not feasible for that day but left open as an option for the following day.  The Chief Ranger stated that rafts of other watercraft would not be used to cross Soda Butte creek, so our other option would be to ford Soda Butte creek above the confluence with Pebble Creek where the creek was wider and thus possibly safer.  Kraus and Klukas then hiked to the river to inspect ir for possible spots to ford.  Chan provided PFD's and was set up donwriver with a throw line for safety.  Upon further inspection and non-emergent response to the fire Karus and Klukas concluded that the ford was not the safest option and abandoned that plan before attempting to cross the snowmelt swollen creek.  On 5/31 Kraus and Page hiked from Lamar TH to further search for reported smoke.  Upon arriving at the predetermined area based on witness accounts from the previous day, both Kraus and Page could smell the faintest odor of smoke in the air.  The winds were not srong b ut erratic and pinpointing the source was proving difficult.  It then began to rain.  After approx 45 minutes fo rain the smell of smoke was no longer detected.  The weather continued to deteriorate and storm cells began to develop in the area.  As the winde picked up in intesity and speed it was deemed no longer safe to be in the forest and the search was abandoned.",,,,,,EX35,,,,,639504,6/25/2009 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:04 PM,1/30/2023 4:30:04 PM,,0,,44.9011,-110.1175,,5/30/2009 11:30:00 PM,,,,,,,0,,0,,1,000901,,8/10/2009 6:00:00 AM,,,,,Park,MTBDC,,,NPS,Federal,NPS,,US-WY,,,,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{AEE789AF-0349-4160-A142-53B9C638630F},Independence,2009,2009-WYYNP-000902,WF,FI,7/4/2009 10:12:00 PM,0.1,NPS,WYYNP,-110.7058,44.9539,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.56,,DEFAULT,0,,7/5/2009 12:41:00 AM,WFMI,8/6/2009 6:00:00 AM,,Other Agency Employee,,,,Joe Krish,FMO,,8/10/2009 6:00:00 AM,"July 4, Engine 1570 w/ three f.f. enroute to fire at approx. 1620.  Fire near the YCC camp, probable lightning caused.  Crew hiked in to the fire, arrived on scene at 1640. Single snag on sloping meadow.  The surrounding grass and shrubs and soil were very wet from recent rain.  Snag was felled, bucked and mopped up, scratch line constructed.  The line was completed by 1841.  Still some hotspots, will need to return tomorrow to check. July 5.  Cold trailed fire and found no hotspots.  Dumped one bladder bag of water on fire and rehabed the line.   B. Chartier- I.C.  FMO remarks.  This fire was within the developed area near the YCC dorms.  The decision to extinguish was made by the duty officer, A. Mitchell.",,,,,,E0U6,,,,,639505,7/6/2009 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:04 PM,1/30/2023 4:30:04 PM,,0,,44.9539,-110.7058,,7/4/2009 10:20:00 PM,,,,,,,0,,0,,1,000902,,8/10/2009 6:00:00 AM,,,,,Park,MTBDC,,,NPS,Federal,NPS,,US-WY,,,,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{2BB4DBFD-6D8A-47D4-B825-DCFB9C5B4071},Northshore,2009,2009-WYYNP-000903,WF,FI,7/13/2009 9:03:00 PM,0.1,NPS,WYYNP,-110.325333,44.554783,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.83,,DEFAULT,0,,7/14/2009 12:00:00 AM,WFMI,8/6/2009 6:00:00 AM,,Other Agency Employee,,,,Joe Krish,FMO,,8/10/2009 6:00:00 AM,"Northshore Fire July 13, 2009 J. Page ICT5 N 44� 33.287  W 110� 19.520 NAD 83 Page and Nelson were dispatched from the Norris Rx unit to a reported smoke between Indian Pond and Lake Yellowstone at approximately 1500 on Monday July 13.  Engine 1570 with three (Kraus, Tobin, Jones) was also dispatched from Mammoth. After arriving at the parking area for the Indian Pond trail and not observing any smoke Nelson and Page discussed LCES and started hiking toward Lake Yellowstone on the Indian Pond trail. Once we arrived at the lake shore the smoldering tree was spotted. It was a lightning struck ~28� Doug fir with the top broken off standing 10 feet off the edge of the Lake. The surrounding fuels were very green grass in the immediate vicinity and a stringer of timber 75 yards away. The duff and litter in the timber was very damp and Indian Pond was adjacent on the opposite side. Spread potential was observed to be very low. No flames were observed at the time but volunteers said that they had seen flames earlier in the day. Winds at the time were ~20mph out of the SSW, temp was 69, and RH was 22. 	It was determined that this would be a suppression fire so it was requested that E-1570 bring a saw and pump with them when they hiked in. Once E-1570 was on scene they received a briefing, LCES was discussed and they went to work. The tree was felled and a pump was set up to mop up the smoldering rounds. The area was observed for about one half hour to determine if any smoke would pop up. No smoke showed so the crew covered the stump and cut ends of the logs with green limbs to screen them from view of visitors on the lake. All resources were released at 1800 and the fire was called contained.   FMO/Duty Officer comments:  Phone calls were made to the Chief Ranger after the initial report came in.  Information regarding location, weather, proximity to road and the lake were discussed.  We decided to wait until resources were on scene before making a decision regarding extinguish or monitor.  After size-up information was passed along to dispatch, the decision to extinguish this fire was made by the duty officer and chief ranger.  Reasons given to extinguish this fire were:  1) the fire was pretty close to a road and even though it could not be seen on that day due to high winds keeping the smoke down, this would have been a nuisance fire in terms of impacts to local ranger operations. 2) the fire was surrounded on three sides by Yellowstone Lake, a very wet bog and the road.  3) the proximity to the lake provided unlimited water and minimal exposure to risk from a firefighter safety perspective.",,,,,,E1VH,,,,,639506,7/16/2009 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:04 PM,1/30/2023 4:30:04 PM,,0,,44.554783,-110.325333,,7/13/2009 10:30:00 PM,,,,,,,0,,0,,1,000903,,8/10/2009 6:00:00 AM,,,,,Park,MTBDC,,,NPS,Federal,NPS,,US-WY,,,,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{7F180D6B-F665-46FF-B3F3-D050D1335D44},Druid,2009,2009-WYYNP-000904,WF,FI,7/20/2009 9:41:00 PM,0.4,NPS,WYYNP,-110.2039,44.895,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.83,,DEFAULT,0,,8/19/2009 11:00:00 PM,WFMI,8/6/2009 6:00:00 AM,,Public,,,,Joe Krish,FMO,,10/8/2009 6:00:00 AM,"This fire was reported at 1541hrs on Monday, July 20, 2009 by a park visitor.  FMO Krish responded by GOV to the area, and had Nelson and Heinz, as well as E1570 with Oyler and Feathers respond to the area.  At 1837hrs, Krish reported the initial size-up.  At 1930 hrs, Krish as IC, sent in Nelson +3 for a detailed size-up.    On July 21, 2009, after a WFDSS review, it was determined that this fire would be managed for resource benefit, and an RL-1 was completed.  An RL-2 was completed and signed by Chief Ranger T. Reid on July 30.  The periodic assessment was set for twice a week.    Throughout the next four weeks the fire and surrounding area was hit by several thunderstorms that brought precipitation and cooler temps.  The last reported smoke was seen on this fire on July 27.",,,,,,E2JU,,,,,639507,9/11/2009 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:04 PM,1/30/2023 4:30:04 PM,,0,,44.895,-110.2039,,7/21/2009 1:30:00 AM,,,,,,,0,,0,,1,000904,,10/8/2009 6:00:00 AM,,,,,Park,MTBDC,,,NPS,Federal,NPS,,US-WY,,,,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{5B442873-E8AA-4045-A062-2EDA9B49E881},Moss,2009,2009-WYYNP-000905,WF,FI,7/26/2009 2:00:00 AM,0.3,NPS,WYYNP,-110.3344,44.7042,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.66,,DEFAULT,0,,9/10/2009 6:00:00 AM,WFMI,8/6/2009 6:00:00 AM,,Fire Lookout(Tower),,,,Joe Krish,FMO,,8/6/2009 6:00:00 AM,"On 07/25/2009 at 2000hrs, the Washburn Fire Lookout reported the Moss Fire.  On 07/26/2009, a recon and size-up was undertaken by helicopter and then on foot.  Investigation found a lightning tree.  The fire was creeping through whortleberry with occasional torching and spot fires.  Ground fuels were crunchy.  The fire was managed for multiple benefits, including resource use and firefighter safety.  Fire was assessed twice a week.  On 09/10/2009 the fire was declared out after no activity was observed by Fire Lookout or by multiple helicopter recons for several weeks.",,,,,,E24R,,,,,639508,9/11/2009 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:04 PM,1/30/2023 4:30:04 PM,,0,,44.7042,-110.3344,,,,,,,,,0,,0,,1,000905,,10/8/2009 6:00:00 AM,,,,,Park,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480111,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{D0F5D5F2-B757-4BF4-8AC9-438DAAA05D14},Cascade,2009,2009-WYYNP-000906,WF,FI,7/26/2009 10:48:00 PM,0.1,NPS,WYYNP,-110.4867,44.7533,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.5,,DEFAULT,0,,7/27/2009 2:00:00 PM,WFMI,8/6/2009 6:00:00 AM,,Public,,,,Joe Krish,FMO,,8/6/2009 6:00:00 AM,"Received viable report from visitor of single tree on fire after a lightning strike.  Investigation by law enforcment patrol 12 minutes later, and Engine crew 1 hour later, found nothing.  Area monitored for sevceral days, no additional findings.",,,,,,E29N,,,,,639509,9/11/2009 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:04 PM,1/30/2023 4:30:04 PM,,0,,44.7533,-110.4867,,,,,,,,,0,,0,,1,000906,,10/8/2009 6:00:00 AM,,,,,Park,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480111,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
